run_id,timestamp_utc,os_name,os_version,cpu_name,gpu_name,gpu_vendor,gpu_driver,backend,frontend,runner,model_name,model_hash,workload_name,prompt_name,seed,width,height,steps,cfg,sampler,scheduler,batch_size,run_index,warmup,total_time_sec,items_per_sec,tokens_per_sec,vram_peak_mb,ram_peak_mb,gpu_temp_c,gpu_power_w,success,error_type,notes,output_path,raw_log_path
3c24c982314248dc9afec40a8c49445f,2026-06-06T13:39:06.251993+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,unknown,Ollama,ollama,CHANGE_ME,,ollama-basic,ollama-basic,0,,,,,,,1,6,false,2.0252,,,,,,,false,connection_error,[WinError 10061] Nenhuma conexão pôde ser feita porque a máquina de destino as recusou ativamente,,results\20260606T133855Z-ollama-basic-ollama\logs\ollama-basic-run-6.json
dc564af3bef84403a837f56e0cbe9211,2026-06-06T13:59:46.193437+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,unknown,Ollama,ollama,qwen3.5:latest,,ollama-qwen3.5-smoke,ollama-qwen3.5-smoke,0,,,,,,,1,1,true,10.1254,0.098761,6.8273,,7992,,,true,,completed,,results\20260606T135945Z-ollama-qwen3.5-smoke-ollama\logs\ollama-qwen3.5-smoke-run-1.json
b0b37287e16c48a480a51baa648ceab4,2026-06-06T13:59:56.354195+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,unknown,Ollama,ollama,qwen3.5:latest,,ollama-qwen3.5-smoke,ollama-qwen3.5-smoke,0,,,,,,,1,2,false,10.2125,0.097919,6.7495,,7996,,,true,,completed,,results\20260606T135945Z-ollama-qwen3.5-smoke-ollama\logs\ollama-qwen3.5-smoke-run-2.json
7314cb488e7d4590a5475264fff659ca,2026-06-06T14:00:06.601722+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,unknown,Ollama,ollama,qwen3.5:latest,,ollama-qwen3.5-smoke,ollama-qwen3.5-smoke,0,,,,,,,1,3,false,10.1025,0.098985,6.8140,,7997,,,true,,completed,,results\20260606T135945Z-ollama-qwen3.5-smoke-ollama\logs\ollama-qwen3.5-smoke-run-3.json
70363ed37c434e2eacae4f5bfffb8576,2026-06-06T14:03:51.292790+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,unknown,Ollama,ollama,qwen3.5:latest,,ollama-qwen3.5-windows-amd,ollama-qwen3.5-windows-amd,0,,,,,,,1,1,true,14.7468,0.067811,6.8297,,7995,,,true,,completed,,results\20260606T140350Z-ollama-qwen3.5-windows-amd-ollama\logs\ollama-qwen3.5-windows-amd-run-1.json
b09a4808b87943caaa003f8c5e97a010,2026-06-06T14:04:06.074089+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,unknown,Ollama,ollama,qwen3.5:latest,,ollama-qwen3.5-windows-amd,ollama-qwen3.5-windows-amd,0,,,,,,,1,2,false,14.7926,0.067602,6.8290,,8005,,,true,,completed,,results\20260606T140350Z-ollama-qwen3.5-windows-amd-ollama\logs\ollama-qwen3.5-windows-amd-run-2.json
15ed9a4616c7440aa7009146b7bc3a99,2026-06-06T14:04:20.943292+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,unknown,Ollama,ollama,qwen3.5:latest,,ollama-qwen3.5-windows-amd,ollama-qwen3.5-windows-amd,0,,,,,,,1,3,false,14.7377,0.067853,6.8455,,8001,,,true,,completed,,results\20260606T140350Z-ollama-qwen3.5-windows-amd-ollama\logs\ollama-qwen3.5-windows-amd-run-3.json
9a15d93e7550488db559e814cb4cc5ed,2026-06-06T14:04:35.727611+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,unknown,Ollama,ollama,qwen3.5:latest,,ollama-qwen3.5-windows-amd,ollama-qwen3.5-windows-amd,0,,,,,,,1,4,false,14.7696,0.067707,6.8211,,8000,,,true,,completed,,results\20260606T140350Z-ollama-qwen3.5-windows-amd-ollama\logs\ollama-qwen3.5-windows-amd-run-4.json
f3cbe69bd1034320ba570abeab006919,2026-06-06T14:04:50.517214+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,unknown,Ollama,ollama,qwen3.5:latest,,ollama-qwen3.5-windows-amd,ollama-qwen3.5-windows-amd,0,,,,,,,1,5,false,14.8135,0.067506,6.8128,,8009,,,true,,completed,,results\20260606T140350Z-ollama-qwen3.5-windows-amd-ollama\logs\ollama-qwen3.5-windows-amd-run-5.json
87c6b49d8da54b16aa5dee897be9c298,2026-06-06T14:05:05.401003+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,unknown,Ollama,ollama,qwen3.5:latest,,ollama-qwen3.5-windows-amd,ollama-qwen3.5-windows-amd,0,,,,,,,1,6,false,14.8895,0.067162,6.7785,,8005,,,true,,completed,,results\20260606T140350Z-ollama-qwen3.5-windows-amd-ollama\logs\ollama-qwen3.5-windows-amd-run-6.json
e6ccfd0907564202a1ab507daf8c82ac,2026-06-06T15:15:32.927143+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,vulkan,llama.cpp,llamacpp,sha256-ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,llamacpp-qwen2.5-coder-14b-windows-amd-vulkan,text-basic,0,,,,,,,1,1,true,15.3250,,,,9173,,,true,,completed,,results\20260606T151527Z-llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-llamacpp\logs\llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-run-1.log
cbe4516f734847b2a5c2722f14be5484,2026-06-06T15:15:53.240436+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,vulkan,llama.cpp,llamacpp,sha256-ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,llamacpp-qwen2.5-coder-14b-windows-amd-vulkan,text-basic,0,,,,,,,1,2,false,14.7120,,,,9173,,,true,,completed,,results\20260606T151527Z-llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-llamacpp\logs\llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-run-2.log
2edbba81e614469c8b55153036f6fde1,2026-06-06T15:16:12.971700+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,vulkan,llama.cpp,llamacpp,sha256-ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,llamacpp-qwen2.5-coder-14b-windows-amd-vulkan,text-basic,0,,,,,,,1,3,false,14.7550,,,,9173,,,true,,completed,,results\20260606T151527Z-llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-llamacpp\logs\llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-run-3.log
4b68dec5c88748d492248a5900ffd897,2026-06-06T15:16:32.761326+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,vulkan,llama.cpp,llamacpp,sha256-ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,llamacpp-qwen2.5-coder-14b-windows-amd-vulkan,text-basic,0,,,,,,,1,4,false,14.8856,,,,9173,,,true,,completed,,results\20260606T151527Z-llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-llamacpp\logs\llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-run-4.log
8e03f999acd44347803c6b87a4c0ab29,2026-06-06T15:16:52.740126+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,vulkan,llama.cpp,llamacpp,sha256-ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,llamacpp-qwen2.5-coder-14b-windows-amd-vulkan,text-basic,0,,,,,,,1,5,false,14.8304,,,,9173,,,true,,completed,,results\20260606T151527Z-llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-llamacpp\logs\llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-run-5.log
da581d617f5e43638fb93de93b6da835,2026-06-06T15:17:12.629805+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,vulkan,llama.cpp,llamacpp,sha256-ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,llamacpp-qwen2.5-coder-14b-windows-amd-vulkan,text-basic,0,,,,,,,1,6,false,14.8212,,,,9173,,,true,,completed,,results\20260606T151527Z-llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-llamacpp\logs\llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-run-6.log
29908021820c47d4a28f1bb8a8bb5762,2026-06-06T15:19:49.528263+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,vulkan,llama.cpp,llamacpp,sha256-ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,llamacpp-qwen2.5-coder-14b-windows-amd-vulkan,text-basic,0,,,,,,,1,1,true,14.5593,,34.3,,9173,,,true,,completed,,results\20260606T151943Z-llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-llamacpp\logs\llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-run-1.log
cd624ae5baeb42b1be139ff6cea0bf0d,2026-06-06T15:20:09.042946+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,vulkan,llama.cpp,llamacpp,sha256-ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,llamacpp-qwen2.5-coder-14b-windows-amd-vulkan,text-basic,0,,,,,,,1,2,false,14.6786,,34.3,,9173,,,true,,completed,,results\20260606T151943Z-llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-llamacpp\logs\llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-run-2.log
22b2de428304498d903d24002b390a83,2026-06-06T15:20:28.775585+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,vulkan,llama.cpp,llamacpp,sha256-ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,llamacpp-qwen2.5-coder-14b-windows-amd-vulkan,text-basic,0,,,,,,,1,3,false,14.8275,,33.9,,9173,,,true,,completed,,results\20260606T151943Z-llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-llamacpp\logs\llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-run-3.log
df42e2a4a4764aaba18333f97809e26a,2026-06-06T15:20:48.686263+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,vulkan,llama.cpp,llamacpp,sha256-ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,llamacpp-qwen2.5-coder-14b-windows-amd-vulkan,text-basic,0,,,,,,,1,4,false,14.7694,,34.1,,9173,,,true,,completed,,results\20260606T151943Z-llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-llamacpp\logs\llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-run-4.log
3df6d9a89569407da0ff6b9809e51e01,2026-06-06T15:21:08.581048+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,vulkan,llama.cpp,llamacpp,sha256-ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,llamacpp-qwen2.5-coder-14b-windows-amd-vulkan,text-basic,0,,,,,,,1,5,false,14.7867,,34.0,,9173,,,true,,completed,,results\20260606T151943Z-llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-llamacpp\logs\llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-run-5.log
2e8832ad198a4003bb55a0476dc140be,2026-06-06T15:21:28.591516+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,vulkan,llama.cpp,llamacpp,sha256-ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,llamacpp-qwen2.5-coder-14b-windows-amd-vulkan,text-basic,0,,,,,,,1,6,false,15.0555,,34.1,,9173,,,true,,completed,,results\20260606T151943Z-llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-llamacpp\logs\llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-run-6.log
9acc5c1d1e694ce7b1d89c3fb95cba21,2026-06-06T15:42:17.178331+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,cpu,llama.cpp,llamacpp,model.gguf,,text-basic,text-basic,0,,,,,,,1,1,true,,,,,,,,false,missing_executable,Executable not found: missing\llama-cli,,results\20260606T154216Z-text-basic-llamacpp\logs\text-basic-run-1.log
864d5946918f4e57a24c40ee3090fd26,2026-06-06T15:42:17.179330+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,cpu,llama.cpp,llamacpp,model.gguf,,text-basic,text-basic,0,,,,,,,1,2,false,,,,,,,,false,missing_executable,Executable not found: missing\llama-cli,,results\20260606T154216Z-text-basic-llamacpp\logs\text-basic-run-2.log
cbae04f3d72b43c5891a33b1d54f0767,2026-06-07T00:30:08.770772+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,cpu,llama.cpp,llamacpp,model.gguf,,text-basic,text-basic,0,,,,,,,1,1,true,,,,,,,,false,missing_executable,Executable not found: missing\llama-cli,,results\20260607T003008Z-text-basic-llamacpp\logs\text-basic-run-1.log
85fb53bc64234ac09b775b07fb7d66ca,2026-06-07T00:30:08.771773+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,cpu,llama.cpp,llamacpp,model.gguf,,text-basic,text-basic,0,,,,,,,1,2,false,,,,,,,,false,missing_executable,Executable not found: missing\llama-cli,,results\20260607T003008Z-text-basic-llamacpp\logs\text-basic-run-2.log
0fab17a9f2ee4dd391e67b849baf0c2a,2026-06-07T00:30:28.236135+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,vulkan,llama.cpp,llamacpp,sha256-ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,llamacpp-qwen2.5-coder-14b-windows-amd-vulkan,text-basic,0,,,,,,,1,1,true,16.8525,,32.0,10779,9173,,,true,,completed,,results\20260607T003017Z-llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-llamacpp\logs\llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-run-1.log
3bf06314f08c4c3a990cd9fd3e979d2a,2026-06-07T00:30:51.436092+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,vulkan,llama.cpp,llamacpp,sha256-ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,llamacpp-qwen2.5-coder-14b-windows-amd-vulkan,text-basic,0,,,,,,,1,2,false,15.7035,,32.0,10779,9171,,,true,,completed,,results\20260607T003017Z-llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-llamacpp\logs\llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-run-2.log
f61f64db27ee47ab887e90655c57b8cd,2026-06-07T00:31:13.381272+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,vulkan,llama.cpp,llamacpp,sha256-ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,llamacpp-qwen2.5-coder-14b-windows-amd-vulkan,text-basic,0,,,,,,,1,3,false,15.3756,,31.8,10779,9173,,,true,,completed,,results\20260607T003017Z-llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-llamacpp\logs\llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-run-3.log
f3573c6bb0e24a0f811b0bc350d7e5f4,2026-06-07T00:31:35.042625+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,vulkan,llama.cpp,llamacpp,sha256-ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,llamacpp-qwen2.5-coder-14b-windows-amd-vulkan,text-basic,0,,,,,,,1,4,false,15.1652,,32.0,10779,9173,,,true,,completed,,results\20260607T003017Z-llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-llamacpp\logs\llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-run-4.log
68525b67e7c84506aad175ba0bf7fbee,2026-06-07T00:31:56.446597+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,vulkan,llama.cpp,llamacpp,sha256-ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,llamacpp-qwen2.5-coder-14b-windows-amd-vulkan,text-basic,0,,,,,,,1,5,false,15.3102,,32.0,10779,9173,,,true,,completed,,results\20260607T003017Z-llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-llamacpp\logs\llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-run-5.log
4f5f45e7c32040a7be28f01a77bb2098,2026-06-07T00:32:17.915209+00:00,Windows,10.0.26200,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",AMD Radeon RX 6750 XT,AMD,32.0.21043.12001,vulkan,llama.cpp,llamacpp,sha256-ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,ac9bc7a69dab38da1c790838955f1293420b55ab555ef6b4615efa1c1507b1ed,llamacpp-qwen2.5-coder-14b-windows-amd-vulkan,text-basic,0,,,,,,,1,6,false,15.2763,,31.9,10779,9173,,,true,,completed,,results\20260607T003017Z-llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-llamacpp\logs\llamacpp-qwen2.5-coder-14b-windows-amd-vulkan-run-6.log
